_pathTag,"Test Case Description",Priority,"Can Automate","Is Automated","Validation points","Test Step Description"
Grid/Dependency,"Add new dependency with from column is 'Single Selection' and to column is 'Date time'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Single Selection&quot;</li><li>Select &quot;To&quot; column have type  &quot;Date time&quot;</li>"
Grid/Dependency,"Add new dependency with from column is 'Single Selection' and to column is 'localization' and localization type is 'Source language'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Single Selection&quot;</li><li>Select &quot;To&quot; column have type  &quot;Localization&quot; and localization type is &quot;Source language&quot;</li>"
Grid/Dependency,"Add new dependency with from column is 'Single Selection' and to column is 'localization' and localization type is 'Target language'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Single Selection&quot;</li><li>Select &quot;To&quot; column have type  &quot;localization&quot; and localization type is &quot;Target language&quot;</li>"
Grid/Dependency,"Add new dependency with from column is 'Date time' and to column is 'Single line'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Date time&quot;</li><li>Select &quot;To&quot; column have type  &quot;Single line&quot;</li>"
Grid/Dependency,"Add new dependency with from column is 'Date time' and to column is 'Multiple lines'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Date time&quot;</li><li>Select &quot;To&quot; column have type  &quot;Multiple lines&quot;</li>"
Grid/Dependency,"Add new dependency with from column is 'Date time' and to column is 'Rich text'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Date time&quot;</li><li>Select &quot;To&quot; column have type  &quot;Rich text&quot;</li>"
Grid/Dependency,"Add new dependency with from column is 'Date time' and to column is 'Number'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Date time&quot;</li><li>Select &quot;To&quot; column have type  &quot;Number&quot;</li>"
Grid/Dependency,"Add new dependency with from column is 'Date time' and to column is 'Single Selection'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Date time&quot;</li><li>Select &quot;To&quot; column have type  &quot;Single Selection&quot;</li>"
Grid/Dependency,"Add new dependency with from column is 'Date time' and to column is 'Date time'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Date time&quot;</li><li>Select &quot;To&quot; column have type  &quot;Date time&quot;</li>"
Grid/Dependency,"Add new dependency with from column is 'Date time' and to column is 'localization' and localization type is 'Target language'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Date time&quot;</li><li>Select &quot;To&quot; column have type  &quot;Localization&quot; and localization type is &quot;Target language&quot;</li>"
Grid/Dependency,"Add new dependency with from column is 'Date time' and to column is 'localization' and localization type is 'Source language'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Date time&quot;</li><li>Select &quot;To&quot; column have type  &quot;Localization&quot; and localization type is &quot;Source language&quot;</li>"
Grid/Dependency,"Add new dependency with from column is 'localization' and localization type is 'Target language' and to column is 'Single line'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Localization&quot; and localization type is &quot;Source language&quot;</li><li>Select &quot;To&quot; column have type  &quot;Single line&quot;</li>"
Grid/Dependency,"Add new dependency with from column is 'localization' and localization type is 'Target language' and to column is 'Multiple lines'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Localization&quot; and localization type is &quot;Source language&quot;</li><li>Select &quot;To&quot; column have type  &quot;Multiple lines&quot;</li>"
Grid/Dependency,"Add new dependency with from column is 'localization' and localization type is 'Target language' and to column is 'Rich text'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Localization&quot; and localization type is &quot;Source language&quot;</li><li>Select &quot;To&quot; column have type  &quot;Rich text&quot;</li>"
Grid/Dependency,"Add new dependency with from column is 'localization' and localization type is 'Target language' and to column is 'Number'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Localization&quot; and localization type is &quot;Source language&quot;</li><li>Select &quot;To&quot; column have type  &quot;Number&quot;</li>"
Grid/Dependency,"Add new dependency with from column is 'localization' and localization type is 'Target language' and to column is 'Single Selection'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Localization&quot; and localization type is &quot;Source language&quot;</li><li>Select &quot;To&quot; column have type  &quot;Single selection&quot;</li>"
Grid/Dependency,"Add new dependency with from column is 'localization' and localization type is 'Target language' and to column is 'Date time'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Localization&quot; and localization type is &quot;Source language&quot;</li><li>Select &quot;To&quot; column have type  &quot;Date time&quot;</li>"
Grid/Dependency,"Add new dependency with from column is 'localization' and localization type is 'Target language' and to column is 'localization' and localization type is 'Target language'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Localization&quot; and localization type is &quot;Source language&quot;</li><li>Select &quot;To&quot; column have type  &quot;Localization&quot; and localization type is  &quot;Target language&quot;</li>"
Grid/Dependency,"Add new dependency with from column is 'localization' and localization type is 'Target language' and to column is 'localization' and localization type is 'Source language'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Localization&quot; and localization type is &quot;Source language&quot;</li><li>Select &quot;To&quot; column have type  &quot;Localization&quot; and localization type is  &quot;Source language&quot;</li>"
Grid/Dependency,"Add new dependency with from column is 'localization' and localization type is 'Source language' and to column is 'Single line'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Localization&quot; and localization type is &quot;Source language&quot;</li><li>Select &quot;To&quot; column have type  &quot;Single line&quot;</li>"
Grid/Dependency,"Add new dependency with from column is 'localization' and localization type is 'Source language' and to column is 'Multiple lines'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Localization&quot; and localization type is &quot;Source language&quot;</li><li>Select &quot;To&quot; column have type  &quot;Multiple lines&quot;</li>"
Grid/Dependency,"Add new dependency with from column is 'localization' and localization type is 'Source language' and to column is 'Rich text'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Localization&quot; and localization type is &quot;Source language&quot;</li><li>Select &quot;To&quot; column have type  &quot;Rich text&quot;</li>"
Grid/Dependency,"Add new dependency with from column is 'localization' and localization type is 'Source language' and to column is 'Number'",High,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Dependency&quot; button </li><li>Select dependency you want to update</li><li>Select &quot;From&quot; column have type &quot;Localization&quot; and localization type is &quot;Source language&quot;</li><li>Select &quot;To&quot; column have type  &quot;Number&quot;</li>"
